"","SiteID","CouncilSiteID","LawaSiteID","SWQuality","SWQAltitude","SWQLanduse","SWQFrequencyAll","SWQFrequencyLast5","Agency","Region","Lat","Long"
"169","SQ30992","Harts Creek Lower Lake Rd","ECAN-00093","YES","Lowland","Rural","monthly","monthly","Environment Canterbury Regional Council","Canterbury",-43.797229959112,172.338616315238
"170","SQ31018","Rakaia River SH1- north chanel","ECAN-00094","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.7397025223503,172.043162895121
"171","SQ31020","Rakaia River Gorge","ECAN-00095","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.5180260275724,171.657605029777
"172","SQ32732","French Farm Stream French Farm Valley Road","ECAN-00152","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.7776170794892,172.905677497456
"173","SQ32872","Halswell River McCartneys bridge ","ECAN-00097","YES","Lowland","Rural","monthly","monthly","Environment Canterbury Regional Council","Canterbury",-43.6843013258121,172.526588838041
"174","SQ33055","Okuti River Kinloch Road Bridge","ECAN-00100","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.7873966118837,172.79554718591
"175","SQ33056","Okana River SH75","ECAN-00101","YES","Lowland","Rural","monthly","monthly","Environment Canterbury Regional Council","Canterbury",-43.7649712684703,172.796801044407
"176","SQ33148","Conway River Inland Road ","ECAN-00153","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-42.4624517062237,173.273456560581
"177","SQ33270","Kowhai River SH1","ECAN-00102","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-42.4154761972344,173.631880828223
"178","SQ33273","Lyell Creek SH1 ","ECAN-00103","YES","Lowland","Urban","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-42.3991018236743,173.679845201897
"179","SQ33274","Lyell Creek Mill Road ","ECAN-00176","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-42.3765021216474,173.678732417348
"180","SQ33899","Okarahia stream SH1 ","ECAN-00154","YES","Lowland","Natural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-42.5419975990207,173.450553840439
"181","SQ33962","Waipara River Laidmore Rd ","ECAN-00104","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.0594347946153,172.589733725943
"182","SQ34191","Taranaki Creek Preeces Rd ","ECAN-00106","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.3047916687752,172.688770527899
"183","SQ34412","Warren Creek Rorrisons Road","ECAN-00107","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-42.3919572579415,173.672968403988
"184","SQ34417","Pahau River Dalzell's Bridge","ECAN-00172","YES","Lowland","Rural","monthly","monthly","Environment Canterbury Regional Council","Canterbury",-42.8288614870321,172.897317889328
"185","SQ34418","Dry Stream Above Hurunui Conf. NW of Pylons ","ECAN-00173","YES","Lowland","Rural","monthly","monthly","Environment Canterbury Regional Council","Canterbury",-42.8336715847525,172.860187269818
"186","SQ34538","Lee River Bridge on Brooklands Farm ","ECAN-00109","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.8555364573273,172.281227168456
"187","SQ34540","Waikewai Creek Gullivers Rd","ECAN-00110","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.8536993716112,172.356385611425
"188","SQ34557","Middle Creek Beach Rd ","ECAN-00111","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-42.3669777003676,173.684811606574
"189","SQ34569","Te Wharau Stream Charteris Bay Road","ECAN-00155","YES","Lowland","Urban","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.6541132171042,172.702475094549
"190","SQ34580","Hawkins River Deans Road ","ECAN-00112","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.4143876921236,172.033991225846
"191","SQ34626","Living Springs Stream Governors Bay-Teddington Rd","ECAN-00135","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.6409683450695,172.649371974624
"192","SQ34646","Saltwater Creek Factory Rd ","ECAN-00113","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.2548970336669,172.688681997591
"193","SQ34704","Waiau River Leslie Hills Road","ECAN-00114","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-42.6882095347385,172.799011230642
"194","SQ34705","Waiau River at Waiau","ECAN-00115","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-42.6543540960157,173.03486633262
"195","SQ34706","Waiau River SH1","ECAN-00116","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-42.7191581335324,173.284212702636
"196","SQ34711","Conway River SH1 ","ECAN-00136","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-42.5991035826002,173.417858852715
"197","SQ34865","Waitohi River 1.6km Upstream Hurunui Confluence","ECAN-00137","YES","Upland","Exotic","monthly","monthly","Environment Canterbury Regional Council","Canterbury",-42.876234607501,172.749083204435
"198","SQ34866","St Leonards Drain Dalzells Farm","ECAN-00138","YES","Lowland","Rural","monthly","monthly","Environment Canterbury Regional Council","Canterbury",-42.8324948248077,172.903096647124
"199","SQ34869","Mason River SH70 ","ECAN-00139","YES","Upland","Rural","","","Environment Canterbury Regional Council","Canterbury",-42.6347007757093,173.064849853562
"200","SQ34884","Zephyr Stream Above Governors Bay Rd","ECAN-00140","YES","Lowland","Natural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.6193233978532,172.649768672719
"201","SQ34903","North Brook Upstream side of Bridge Marsh Rd ","ECAN-00141","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.3223979837256,172.623152695548
"202","SQ34905","Cam River Marsh Rd bridge","ECAN-00189","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.3221420798844,172.630218670207
"203","SQ35080","Ashburton River Above mouth via north bank","ECAN-00168","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-44.0510799042518,171.804718180523
"204","SQ35119","Twizel River - Lower Below Black Stilt Station","ECAN-00185","YES","Upland","Rural","","monthly","Environment Canterbury Regional Council","Canterbury",-44.3306789657287,170.186715707479
"205","SQ35156","Wainui Stream upstream from Wainui Main Rd Bridge","ECAN-00156","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.8152059221775,172.902701074957
"206","SQ35157","Takamatua Stream Above Highway Bridge ","ECAN-00157","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.7821851023631,172.970424248872
"207","SQ35172","Kahutara River Dairy Farm Rd","ECAN-00160","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-42.4081484648624,173.541729874765
"208","SQ35173","Blue Duck Creek Above SH1","ECAN-00161","YES","Lowland","Natural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-42.2791492165521,173.768152459295
"209","SQ35174","Hapuku River SH1","ECAN-00162","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-42.3113319287353,173.717614452675
"210","SQ35234","Barrys Bay Stream, Barrys Bay Valley Rd","ECAN-00163","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.7607647259703,172.91094266656
"211","SQ35235","Pawsons Stream Pawsons Valley Road","ECAN-00164","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.7404667228914,172.933227827538
"212","SQ35236","Purau Stream Above Main Road Bridge","ECAN-00190","YES","Lowland","Urban","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.6398797782658,172.750504795432
"213","SQ35545","Teddington Stream Blatchford property","ECAN-00191","YES","Lowland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-43.6737951513541,172.65617733408
"214","SQ35792","Quailburn Quailburn Road","ECAN-00186","YES","Upland","Rural","","monthly","Environment Canterbury Regional Council","Canterbury",-44.4190382299762,169.900486393821
"215","SQ35818","Clarence River over Jacks Pass","ECAN-00192","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-42.4577018819407,172.841467756309
"216","","Wairarapa Stream ","CCC-00001","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5205388507386,172.607143039645
"217","","Waimairi Stream","CCC-00002","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5217171712234,172.606912800299
"218","","Avon River at Mona Vale","CCC-00003","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5228555508091,172.608167139613
"219","","Avon River at Carlton Mill Corner ","CCC-00004","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5209961705552,172.625532730356
"220","","Riccarton Main Drain","CCC-00005","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5319746913629,172.616582809408
"221","","Addington Brook","CCC-00006","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5338815106614,172.621618409949
"222","","Avon River at Manchester Street ","CCC-00007","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5280441411019,172.639752459984
"223","","Dudley Creek","CCC-00008","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5130764610211,172.660679760413
"224","","Avon River at Dallington Terrace/Gayhurst Road","CCC-00009","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5215813613539,172.672840599418
"225","","Horseshoe Lake Discharge","CCC-00010","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5028421811862,172.682610700532
"226","","Avon River at Avondale Road Bridge","CCC-00011","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5004888912498,172.687692459527
"227","","Avon River at Pages/Seaview Bridge","CCC-00012","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5092882811924,172.721444749668
"228","","Avon River at Bridge Street ","CCC-00013","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5252884612488,172.723932149484
"229","","Heathcote River at Templetons Road ","CCC-00014","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5601021708042,172.577963169886
"230","","Haytons Stream at Retention Basin ","CCC-00015","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5538155707926,172.579318489994
"231","","Curletts Road Stream Upstream of Heathcote River","CCC-00016","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5528209907248,172.590562300328
"232","","Curletts Road Stream at Motorway ","CCC-00017","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5469744411829,172.584129790006
"233","","Heathcote River at Rose Street ","CCC-00018","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5690437806562,172.612400950429
"234","","Cashmere Stream at Sutherlands Road ","CCC-00019","YES","Lowland","Rural","monthly","monthly","Christchurch","Canterbury",-43.5863014113252,172.579899280127
"235","","Cashmere Stream at Worsleys Road","CCC-00020","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5759248107336,172.616442680256
"236","","Heathcote River at Ferniehurst Street","CCC-00021","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5718168011608,172.6180406504
"237","","Heathcote River at Bowenvale Avenue","CCC-00022","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5703855413648,172.643315069598
"238","","Heathcote River at Opawa Road/Clarendon Terrace ","CCC-00023","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5539299813105,172.666603039551
"239","","Heathcote River at MacKenzie Avenue ","CCC-00024","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5512277509994,172.672174180222
"240","","Heathcote River at Tunnel Road","CCC-00026","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5546470308336,172.691399960458
"241","","Heathcote River at Ferrymead Bridge","CCC-00027","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.558238810833,172.708931450575
"242","","Smacks Creek at Gardiners Road","CCC-00028","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.4605675206156,172.589649190518
"243","","Styx River at Gardiners Road","CCC-00029","YES","Lowland","Rural","monthly","monthly","Christchurch","Canterbury",-43.467137481359,172.589431930423
"244","","Styx River at Main North Road","CCC-00030","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.467297710604,172.617570250466
"245","","Kaputone Creek at Blakes Road","CCC-00031","YES","Lowland","Rural","monthly","monthly","Christchurch","Canterbury",-43.4600518511661,172.634111779501
"246","SQ30305","Kaputone Creek at Belfast Road","CCC-00032","YES","Lowland","Rural","monthly","monthly","Christchurch","Canterbury",-43.4579872208702,172.656291110032
"247","","Styx River at Marshland Road Bridge ","CCC-00033","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.4623946510572,172.658292780186
"248","","Styx River at Richards Bridge ","CCC-00034","YES","Lowland","Rural","monthly","monthly","Christchurch","Canterbury",-43.4456930410709,172.678374620418
"249","","Styx River at Harbour Road Bridge","CCC-00035","YES","Lowland","Rural","monthly","monthly","Christchurch","Canterbury",-43.399724541232,172.691245769912
"250","","Nottingham Stream at Candys Road ","CCC-00036","YES","Lowland","Rural","monthly","monthly","Christchurch","Canterbury",-43.5944112211464,172.56059873981
"251","","Knights Stream at Sabys Road","CCC-00037","YES","Lowland","Rural","monthly","monthly","Christchurch","Canterbury",-43.5964247213887,172.550552839529
"252","","Halswell River at Akaroa Highway (Tai Tapu Road)","CCC-00038","YES","Lowland","Rural","monthly","monthly","Christchurch","Canterbury",-43.6066387907348,172.559445430039
"253","","Otukaikino River at Groynes Inlet ","CCC-00039","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.4523965510645,172.60298596014
"254","","Wilsons Stream","CCC-00040","YES","Lowland","Rural","monthly","monthly","Christchurch","Canterbury",-43.4352063108177,172.644648680337
"255","","Linwood Canal/City Outfall Drain","CCC-00041","YES","Lowland","Urban","monthly","monthly","Christchurch","Canterbury",-43.5503283405566,172.702286810073
"256","","Otukaikino Creek at Omaka Scout Camp","CCC-00042","YES","Lowland","Rural","monthly","monthly","Christchurch","Canterbury",-43.4597780206081,172.57556808056
"257","SQ34906","Heathcote River at Catherine St","ECAN-10005","YES","Lowland","Urban","monthly","monthly","Environment Canterbury Regional Council","Canterbury",-43.5515115306918,172.683545299579
"258","SQ20203","Orari River Gorge","ECAN-10026","YES","Upland","Rural","","monthly","Environment Canterbury Regional Council","Canterbury",-43.9271360495682,171.191431074674
"259","SQ20450","Pareora River SH1","ECAN-00180","YES","Lowland","Rural","","quarterly","Environment Canterbury Regional Council","Canterbury",-44.4914263511878,171.192867253751
"260","SQ20785","Tekapo River Steel Bridge","ECAN-00184","YES","Upland","Rural","","monthly","Environment Canterbury Regional Council","Canterbury",-44.3084711915598,170.234078173029
"261","SQ21160","Waikakahi Stream Cock & Hen Road","ECAN-00054","YES","Lowland","Rural","quarterly","monthly","Environment Canterbury Regional Council","Canterbury",-44.8714621235595,170.965024523406
"262","SQ26242","Parakanoi Drain Lower Beach Road","ECAN-00194","YES","Lowland","Rural","","monthly","Environment Canterbury Regional Council","Canterbury",-44.0857658996908,171.69786220249
"263","SQ30065","Hurunui River at at SH7","ECAN-00132","YES","Upland","Rural","quarterly","quarterly","Environment Canterbury Regional Council","Canterbury",-42.8707097775642,172.766742261557
"264","SQ35798","Hinds River Lower Beach Road","ECAN-00193","YES","Lowland","Exotic","","monthly","Environment Canterbury Regional Council","Canterbury",-44.1049477814457,171.652852337347
"265","SQ35800","Clarence River above river mouth","ECAN-00195","YES","Lowland","Rural","","quarterly","Environment Canterbury Regional Council","Canterbury",-42.1697004888846,173.925886889151
"266","SQ35871","Otekaieke River Special School Road","ECAN-00188","YES","Upland","Rural","","monthly","Environment Canterbury Regional Council","Canterbury",-44.8802053468678,170.532040862583
"267","SQ35872","Mandamus River Tekoa Road","ECAN-00174","YES","Upland","Rural","","monthly","Environment Canterbury Regional Council","Canterbury",-42.7877210339568,172.556570575323
"268","SQ35873","South Ashburton River Quarry Road","ECAN-00169","YES","Upland","Rural","","monthly","Environment Canterbury Regional Council","Canterbury",-43.6600316401123,171.29670607073
"269","SQ35874","Gentleman Smith Stream Hakatere-Heron Road","ECAN-00170","YES","Upland","Rural","","monthly","Environment Canterbury Regional Council","Canterbury",-43.5374054023753,171.184322864106
"270","SQ35875","Lambies Stream Ashburton Gorge Road","ECAN-00171","YES","Upland","Rural","","monthly","Environment Canterbury Regional Council","Canterbury",-43.6173528852942,171.181902528714
"271","SQ35876","Ahuriri River Ben Omar","ECAN-00187","YES","Upland","Rural","","monthly","Environment Canterbury Regional Council","Canterbury",-44.4883900342766,170.058062166085
"272","Aparima River at Thornbury","Aparima River at Thornbury","ES-00072","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.2859273277536,168.082923403251
"273","Oreti River at Wallacetown","Oreti River at Wallacetown","ES-00112","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.3263007993515,168.266192874427
"274","Waituna Creek at Marshall Road","Waituna Creek at Marshall Road","ES-00135","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.5202487334586,168.542712519181
"275","Dunsdale Stream at Dunsdale Reserve","Dunsdale Stream at Dunsdale Reserve","ES-00016","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.1347057505432,168.601870071154
"276","Hamilton Burn at Affleck Road","Hamilton Burn at Affleck Road","ES-00164","Yes","Upland","","Monthly","Monthly","ES","Southland",-45.7848090419463,168.191258548416
"277","Hedgehope Stream 20m u/s Makarewa Confluence","Hedgehope Stream 20m u/s Makarewa Confluence","ES-00165","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.2667698347913,168.453503410746
"278","Lill Burn at Lill Burn-Monowai Road","Lill Burn at Lill Burn-Monowai Road","ES-00166","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.0024211861941,167.669296552426
"279","Longridge Stream at Sandstone","Longridge Stream at Sandstone","ES-00065","Yes","Upland","","Monthly","Monthly","ES","Southland",-45.8863808434473,168.60145273655
"280","Makarewa River at Lora Gorge Road","Makarewa River at Lora Gorge Road","ES-00047","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.0666514266213,168.482654787264
"281","Waiau River at Tuatapere","Waiau River at Tuatapere","ES-00001","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.1307733359097,167.685996922745
"282","Waihopai River u/s Queens Drive","Waihopai River u/s Queens Drive","ES-00018","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.3847497460943,168.366722870716
"283","Waikaia River at Waikaia","Waikaia River at Waikaia","ES-00042","Yes","Upland","","Monthly","Monthly","ES","Southland",-45.7226284184622,168.841892089722
"284","Waikaia River at Waipounamu Bridge Road","Waikaia River at Waipounamu Bridge Road","ES-00025","Yes","Lowland","","Monthly","Monthly","ES","Southland",-45.8519215328535,168.792988864516
"285","Waikaia River u/s Piano Flat","Waikaia River u/s Piano Flat","ES-00026","Yes","Upland","","Monthly","Monthly","ES","Southland",-45.5496419462252,169.02887492495
"286","Waikaka Stream at Gore","Waikaka Stream at Gore","ES-00027","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.1074572965357,168.954301132957
"287","Mataura River at Mataura Island Bridge","Mataura River at Mataura Island Bridge","ES-00021","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.3890685346813,168.777560827914
"288","Mimihau Stream Tributary at Venlaw Forest","Mimihau Stream Tributary at Venlaw Forest","ES-00029","Yes","Upland","","Monthly","Monthly","ES","Southland",-46.3096253091344,169.082228480021
"289","Mimihau Stream at Wyndham","Mimihau Stream at Wyndham","ES-00044","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.3211744547906,168.860121400877
"290","Mokoreta River at Wyndham River Road","Mokoreta River at Wyndham River Road","ES-00028","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.3585169685426,168.843464801531
"291","Mokotua Stream at Awarua","Mokotua Stream at Awarua","ES-00054","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.5421399463717,168.433873252685
"292","Waiau River at Sunnyside","Waiau River at Sunnyside","ES-00121","Yes","Lowland","","Monthly","Monthly","ES","Southland",-45.7986974283497,167.640024852344
"293","Waimea Stream at Mandeville","Waimea Stream at Mandeville","ES-00130","Yes","Lowland","","Monthly","Monthly","ES","Southland",-45.9872387968892,168.801093080172
"294","Bog Burn d/s Hundred Line Road","Bog Burn d/s Hundred Line Road","ES-00048","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.0623949587389,168.234734679969
"295","Mataura River at Parawa","Mataura River at Parawa","ES-00024","Yes","Upland","","Monthly","Monthly","ES","Southland",-45.5594017593903,168.561467430689
"296","Orauea River at Orawia Pukemaori Road","Orauea River at Orawia Pukemaori Road","ES-00061","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.0772372324477,167.791628968043
"297","Oreti River at Three Kings","Oreti River at Three Kings","ES-00009","Yes","Upland","","Monthly","Monthly","ES","Southland",-45.4471272879787,168.136247769802
"298","Otapiri Stream at Otapiri Gorge","Otapiri Stream at Otapiri Gorge","ES-00046","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.0005077984258,168.45767333948
"299","Carran Creek at Waituna Lagoon Road","Carran Creek at Waituna Lagoon Road","ES-00057","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.5427930869726,168.651157054852
"300","Cascade Stream at Pourakino Valley Road","Cascade Stream at Pourakino Valley Road","ES-00006","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.249498924569,167.935858078261
"301","Cromel Stream at Selbie Road","Cromel Stream at Selbie Road","ES-00012","Yes","Upland","","Monthly","Monthly","ES","Southland",-45.5813773655988,168.37384442081
"302","Dipton Stream at South Hillend-Dipton Rd","Dipton Stream at South Hillend-Dipton Rd","ES-00163","Yes","Lowland","","Monthly","Monthly","ES","Southland",-45.9827622824049,168.312332032032
"303","Makarewa River at Wallacetown","Makarewa River at Wallacetown","ES-00015","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.3297954257162,168.299116272918
"304","Mararoa River at South Mavora Lake","Mararoa River at South Mavora Lake","ES-00003","Yes","Upland","","Monthly","Monthly","ES","Southland",-45.3158287755195,168.179275975
"305","Mararoa River at The Key","Mararoa River at The Key","ES-00045","Yes","Upland","","Monthly","Monthly","ES","Southland",-45.541514151631,167.888330498612
"306","Mararoa River at Weir Road","Mararoa River at Weir Road","ES-00002","Yes","Upland","","Monthly","Monthly","ES","Southland",-45.6061614579925,167.702255644554
"307","Mataura River 200m d/s Mataura Bridge","Mataura River 200m d/s Mataura Bridge","ES-00022","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.1985696291369,168.863521606528
"308","North Peak Stream at Waimea Valley Road","North Peak Stream at Waimea Valley Road","ES-00067","Yes","Lowland","","Monthly","Monthly","ES","Southland",-45.9449512233652,168.622477754027
"309","Opouriki Stream at Tweedie Road","Opouriki Stream at Tweedie Road","ES-00052","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.2816469701361,167.976238717471
"310","Oreti River at Lumsden Bridge","Oreti River at Lumsden Bridge","ES-00011","Yes","Upland","","Monthly","Monthly","ES","Southland",-45.7162088027125,168.427766948936
"311","Otamita Stream at Mandeville","Otamita Stream at Mandeville","ES-00030","Yes","Lowland","","Monthly","Monthly","ES","Southland",-45.9980415193623,168.824180709994
"312","Otautau Stream at Otautau-Tuatapere Road","Otautau Stream at Otautau-Tuatapere Road","ES-00008","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.1266337620799,167.977089360567
"313","Otautau Stream at Waikouro","Otautau Stream at Waikouro","ES-00053","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.0991876074267,167.962184806747
"314","Otepuni Creek at Nith Street","Otepuni Creek at Nith Street","ES-00019","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.414114105061,168.350410301998
"315","Oteramika Stream at Seaward Downs","Oteramika Stream at Seaward Downs","ES-00036","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.3828106047144,168.761227184044
"316","Pourakino River at Traill Road","Pourakino River at Traill Road","ES-00051","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.2920802685694,167.957895106544
"317","Sandstone Stream at Kingston Crossing Rd","Sandstone Stream at Kingston Crossing Rd","ES-00068","Yes","Lowland","","Monthly","Monthly","ES","Southland",-45.9392403133049,168.729456510051
"318","Tokanui River at Fortrose Otara Road","Tokanui River at Fortrose Otara Road","ES-00064","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.6214459867044,168.879668108632
"319","Tussock Creek at Cooper Road","Tussock Creek at Cooper Road","ES-00049","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.2459936497591,168.413214223016
"320","Upukerora River at Te Anau Milford Road","Upukerora River at Te Anau Milford Road","ES-00043","Yes","Upland","","Monthly","Monthly","ES","Southland",-45.4101606598051,167.74121317168
"321","Waikawa River at Progress Valley","Waikawa River at Progress Valley","ES-00034","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.5742168489349,169.146731113072
"322","Waikiwi Stream at North Road","Waikiwi Stream at North Road","ES-00017","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.3629448040163,168.34671453597
"323","Waikopikopiko Stream at Haldane CurioBay","Waikopikopiko Stream at Haldane CurioBay","ES-00033","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.629711242192,169.023215881862
"324","Waimatuku Stream at Lorneville Riverton Hwy","Waimatuku Stream at Lorneville Riverton Hwy","ES-00035","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.2995424429551,168.172389275987
"325","Moffat Creek at Moffat Road","Moffat Creek at Moffat Road","ES-00106","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.5401704522622,168.57029804379
"326","Aparima River at Dunrobin","Aparima River at Dunrobin","ES-00004","Yes","Upland","","Monthly","Monthly","ES","Southland",-45.737409990996,168.1203806593
"327","Irthing Stream at Ellis Road","Irthing Stream at Ellis Road","ES-00013","Yes","Upland","","Monthly","Monthly","ES","Southland",-45.6796047663668,168.425875807601
"328","Mataura River at Gore","Mataura River at Gore","ES-00037","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.1002193469584,168.949448755793
"329","Wairaki River at Blackmount Road","Wairaki River at Blackmount Road","ES-00167","Yes","Lowland","","Monthly","Monthly","ES","Southland",-45.9348877203632,167.699734330932
"330","Whitestone River d/s Manapouri-Hillside","Whitestone River d/s Manapouri-Hillside","ES-00062","Yes","Upland","","Monthly","Monthly","ES","Southland",-45.530665015226,167.754617897032
"331","Winton Stream at Lochiel","Winton Stream at Lochiel","ES-00014","Yes","Lowland","","Monthly","Monthly","ES","Southland",-46.1994833846124,168.303033200888
"332","Hikuwai River at Willowflat","Hikuwai River at Willowflat","GDC-00004","true","Lowland","Rural","Monthly","Bimonthly","GDC","Gisborne",-38.29225747,178.26918382
"333","Mangatu River at Omapere Station","Mangatu River at Omapere Station","GDC-00010","true","Lowland","Rural","Monthly","Monthly","GDC","Gisborne",-38.37861727,177.79314223
"334","Te Arai River at Pykes Weir","Te Arai River at Pykes Weir","GDC-00017","true","Lowland","Rural","Monthly","Monthly","GDC","Gisborne",-38.7594811,177.81765186
